1385
21	5	3	1.630
21	8	3	1.426
21	11	3	1.257
21	14	3	1.109
21	17	3	0.987
21	20	3	0.880
22	0	3	1.877
22	3	3	1.680
22	6	3	1.479
22	9	3	1.306
22	12	3	1.154
22	15	3	1.028
22	18	3	0.916
22	21	3	0.824
23	1	3	1.710
23	4	3	1.530
23	7	3	1.352
23	10	3	1.197
23	13	3	1.067
23	16	3	0.952
23	19	3	0.856
24	2	3	1.566
24	5	3	1.396
24	11	3	1.106
24	14	3	0.988
24	17	3	0.889
24	20	3	0.799
25	0	3	1.577
25	3	3	1.432
25	9	3	1.143
25	12	3	1.023
25	15	3	0.920
25	18	3	0.828
26	1	3	1.458
26	10	3	1.056
26	13	3	0.952
26	16	3	0.857
27	2	3	1.342
27	5	3	1.212
27	8	3	1.091
27	11	3	0.981
27	14	3	0.885
28	0	3	1.354
28	3	3	1.244
28	6	3	1.122
28	9	3	1.010
28	12	3	0.913
28	15	3	0.829
29	4	3	1.148
29	7	3	1.038
29	10	3	0.941
29	13	3	0.853
30	2	3	1.169
30	5	3	1.067
30	8	3	0.966
30	11	3	0.876
31	0	3	1.180
31	3	3	1.089
31	6	3	0.990
31	9	3	0.899
32	1	3	1.100
32	4	3	1.013
32	7	3	0.925
32	10	3	0.843
33	2	3	1.028
33	5	3	0.946
33	8	3	0.862
34	0	3	1.037
34	3	3	0.963
34	6	3	0.883
35	1	3	0.973
35	4	3	0.900
36	2	3	0.914
37	0	3	0.921
6	5	4	5.890
7	3	4	7.448
7	6	4	4.659
8	4	4	5.623
8	7	4	3.869
9	2	4	6.065
9	5	4	3.965
9	8	4	3.282
10	0	4	6.310
10	3	4	4.820
10	6	4	3.374
10	9	4	2.857
11	1	4	5.052
11	4	4	3.341
11	7	4	2.937
11	10	4	2.507
12	2	4	4.169
12	5	4	2.950
12	8	4	2.580
12	11	4	2.237
13	0	4	4.271
13	3	4	2.863
13	6	4	2.608
13	9	4	2.301
13	12	4	2.004
14	1	4	3.651
14	4	4	2.579
14	7	4	2.338
14	10	4	2.062
14	13	4	1.817
15	2	4	2.525
15	5	4	2.337
15	8	4	2.100
15	11	4	1.869
15	14	4	1.651
16	0	4	3.215
16	3	4	2.308
16	6	4	2.113
16	9	4	1.907
16	12	4	1.699
16	15	4	1.515
17	1	4	2.404
17	4	4	2.102
17	7	4	1.927
17	10	4	1.734
17	13	4	1.556
17	16	4	1.390
18	2	4	2.114
18	5	4	1.930
18	8	4	1.757
18	11	4	1.591
18	14	4	1.429
18	17	4	1.287
19	0	4	2.206
19	3	4	1.928
19	6	4	1.767
19	9	4	1.616
19	12	4	1.461
19	15	4	1.322
19	18	4	1.191
20	1	4	2.033
20	4	4	1.771
20	7	4	1.629
20	10	4	1.485
20	13	4	1.351
20	16	4	1.223
20	19	4	1.110
21	2	4	1.809
21	5	4	1.636
21	8	4	1.502
21	11	4	1.376
21	14	4	1.251
21	17	4	1.139
21	20	4	1.034
22	0	4	1.874
22	3	4	1.649
22	6	4	1.511
22	9	4	1.393
22	12	4	1.274
22	15	4	1.164
22	18	4	1.060
22	21	4	0.969
23	1	4	1.735
23	4	4	1.524
23	7	4	1.404
23	10	4	1.291
23	13	4	1.186
23	16	4	1.084
23	19	4	0.992
24	2	4	1.566
24	5	4	1.414
24	8	4	1.304
24	11	4	1.204
24	14	4	1.105
24	17	4	1.015
24	20	4	0.930
25	0	4	1.608
25	3	4	1.432
25	6	4	1.317
25	9	4	1.216
25	12	4	1.121
25	15	4	1.033
25	18	4	0.949
26	1	4	1.501
26	4	4	1.330
26	7	4	1.227
26	10	4	1.134
26	13	4	1.051
26	16	4	0.968
27	2	4	1.370
27	5	4	1.237
27	8	4	1.149
27	11	4	1.063
27	14	4	0.984
28	0	4	1.397
28	3	4	1.262
28	6	4	1.157
28	9	4	1.073
28	12	4	0.996
28	15	4	0.924
29	1	4	1.310
29	4	4	1.172
29	7	4	1.083
29	10	4	1.010
29	13	4	0.938
30	2	4	1.208
30	5	4	1.095
30	8	4	1.018
30	11	4	0.948
31	0	4	1.229
31	3	4	1.120
31	6	4	1.028
31	9	4	0.956
32	1	4	1.153
32	4	4	1.041
32	7	4	0.967
32	10	4	0.902
33	2	4	1.074
33	5	4	0.977
33	8	4	0.910
34	0	4	1.088
34	3	4	1.000
34	6	4	0.919
35	1	4	1.024
35	4	4	0.933
36	2	4	0.961
37	0	4	0.971
